UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
181941,782732,0,1521586,2304318,2001
182111,218668,0,0,1318115,2001
182148,799294,0,2408048,3520426,2001
182209,212493,0,202173,443094,2001
182315,312525,0,765693,1078218,2001
182430,397372,0,407062,817968,2001
182485,499588,0,571530,1071118,2001
182652,235241,0,407270,736977,2001
182704,222551,0,217535,569006,2001
182722,227359,0,217535,746497,2001
182865,4237965,1960433,4152765,10351163,2001
182883,106526,0,193117,301937,2001
182892,129516,0,156842,286358,2001
182944,2934793,0,5784325,11911912,2001
182953,213050,0,518182,912420,2001
182999,170021,0,216074,386095,2001
183202,94873,0,17946,177933,2001
183488,1056819,0,0,1882167,2001
183725,870326,0,0,2629605,2001
183789,5129932,0,12229113,21315287,2001
183831,1759722,0,2689557,4756140,2001
183901,645981,0,442981,1637522,2001
184047,1072245,0,907983,20063840,2001
184056,4527579,2582919,0,11373240,2001
184135,1701926,0,2572937,4247453,2001
184144,211977,0,74754,395834,2001
184269,8700522,0,17397639,27358956,2001
184278,512494,0,585481,1097975,2001
184320,136095,0,259571,764945,2001
184427,559893,0,528385,1088278,2001
184506,191767,0,86421,411077,2001
184746,59763,0,20997,294784,2001
184816,0,0,0,0,2001
184870,271141,0,37656,1114829,2001
184959,1206868,0,47837,1254705,2001
185174,432072,0,1053923,1576633,2001
185235,1732277,0,4032362,7180204,2001
185244,3207388,0,10154798,13362186,2001
185332,1759957,0,0,7204436,2001
185466,378073,0,598785,976858,2001
185527,247697,0,676017,961408,2001
185721,1539172,0,1413407,2952579,2001
185730,294404,0,199200,782463,2001
185767,358925,0,126588,789440,2001
185916,553433,0,851674,1407694,2001
185970,196456,0,164387,1234575,2001
186016,350773,62869,299074,1075396,2001
186052,0,0,0,0,2001
186274,644700,0,52738,697438,2001
186335,303777,0,141931,510705,2001
186593,115410,0,161622,277032,2001
186830,199336,0,0,667829,2001
186849,166188,0,0,714131,2001
186885,277726,0,577917,855643,2001
187000,342433,0,609234,1505532,2001
187161,921307,0,2402941,3366023,2001
187505,97418,0,0,400228,2001
187514,155429,0,6774,162203,2001
187602,403271,0,51850,455121,2001
187675,0,0,0,0,2001
187754,785793,0,613948,1399741,2001
188322,187100,0,237700,542600,2001
188465,1986482,0,4192903,6179385,2001
188696,211289,0,15000,907718,2001
188890,1736359,0,9315865,11052224,2001
188988,80494,0,96785,355607,2001
189219,878299,0,0,878299,2001
189228,4527878,0,10319737,18788310,2001
189246,1685966,0,2942306,7374506,2001
189404,148003,0,0,582371,2001
189459,5226372,0,18048638,25824040,2001
189468,109861,0,428897,540185,2001
189592,6464400,0,12943320,21076142,2001
189653,402823,0,0,615412,2001
189714,109239,0,203844,326697,2001
189787,1033983,0,2600912,3922639,2001
189954,47840,0,3797,140867,2001
190239,192971,0,1388940,1624323,2001
190293,0,0,0,0,2001
190309,133415,0,110045,1985942,2001
190318,182708,0,125895,1218554,2001
190789,1139000,0,1424300,3843600,2001
190974,272269,0,1333711,1605980,2001
191205,1360855,0,6617798,7978653,2001
191287,3545592,0,8320658,13453611,2001
191728,543222,0,1043021,1586243,2001
191834,1694787,0,1836755,3531542,2001
191870,1676230,0,2573156,9414622,2001
191959,976701,0,1279480,2256181,2001
192004,583658,2277,949383,2027111,2001
192147,0,0,0,19284360,2001
192156,2396796,0,8755804,11210217,2001
192271,706728,0,2213384,3196922,2001
192484,126180,0,763136,916950,2001
192509,1015723,0,628471,2213155,2001
192688,641830,0,0,3960066,2001
192828,170154,8261,224340,590725,2001
193186,77159,0,6600,307478,2001
193201,2147212,0,2587487,4889285,2001
193265,477213,0,162872,640085,2001
193308,8114190,0,29069231,37265551,2001
193672,105403,0,0,614912,2001
193858,461119,0,1695646,2156765,2001
193991,64322,0,0,152850,2001
194204,388051,0,407218,856359,2001
194435,0,,0,0,2001
194453,258618,0,381374,639992,2001
194499,1603000,0,3065000,6610000,2001
194879,295429,0,86845,888818,2001
194967,1160603,0,3233122,4879674,2001
195067,340931,0,2055444,2429223,2001
195492,462357,0,337939,824707,2001
195845,641000,0,2250000,2939000,2001
195924,292659,0,1266,1108991,2001
195933,703787,0,58633,2448385,2001
196389,2211069,0,2251230,5250969,2001
196459,1504829,0,3041337,4546166,2001
196477,11120298,0,13044554,30953299,2001
196644,94575,0,6404,183434,2001
196662,88091,0,0,131292,2001
196857,815664,2421225,0,3275723,2001
197081,922792,0,2302236,3306424,2001
197151,23580502,0,9361264,67106268,2001
197285,3550204,0,7431655,12452990,2001
197337,150602,0,34770,513766,2001
197522,754629,0,2572251,3630668,2001
197832,373383,0,2388518,3558428,2001
198075,796283,0,2069831,2866114,2001
198242,317121,0,820916,1213331,2001
198349,952673,0,0,2112414,2001
198525,96785,0,357152,453937,2001
198631,57000,0,42000,238341,2001
198844,148474,0,0,879601,2001
198978,1239479,0,1798998,3263890,2001
198996,0,,0,0,2001
199005,748463,0,392588,1141051,2001
199078,133014,0,0,352379,2001
199689,168422,0,187027,355449,2001
199713,0,0,0,0,2001
199980,91684,0,111721,203405,2001
200013,469993,0,996967,1466960,2001
200129,86015,0,31537,190199,2001
200165,258388,0,353424,581425,2001
200262,269113,3591,47490,690580,2001
200387,193524,0,0,295143,2001
200590,495367,0,189000,1746380,2001
200624,193873,0,232309,426182,2001
200633,245577,19071,10921,4668117,2001
200785,936379,0,280397,1655635,2001
200837,154373,0,0,154373,2001
201016,1348753,0,5395011,6743764,2001
201070,386380,0,0,553527,2001
201229,9000,0,0,8000,2001
201399,251807,0,369344,1256635,2001
201469,547420,0,666227,1860213,2001
201609,206913,0,0,206913,2001
201618,51532,0,0,137765,2001
201627,125136,0,0,250111,2001
201742,383649,0,83127,466776,2001
201982,116543,0,116455,232998,2001
201991,55942,0,30446,180106,2001
202055,761482,0,130844,2547353,2001
202161,559150,0,1450441,2486776,2001
202189,498684,0,1318108,1816792,2001
202204,233139,0,249382,670401,2001
202426,23928,0,11519,85447,2001
202435,1905216,0,1020847,2926063,2001
202453,125136,0,0,250111,2001
202541,9977696,0,14190892,27812742,2001
202639,150836,0,0,150836,2001
202684,542353,0,1527189,2075949,2001
202888,137562,0,5998,199865,2001
203225,554192,27583,371121,952896,2001
203234,282261,0,18058,721173,2001
203289,341457,0,0,1068954,2001
203313,1857603,0,3184053,5149432,2001
203438,81156,0,203139,284290,2001
203720,224000,0,340721,755065,2001
203739,245423,0,303050,719266,2001
204060,600155,0,2517189,3117343,2001
204121,518322,0,0,518322,2001
204167,37739,0,20445,192688,2001
204307,682707,0,520688,1813829,2001
204316,854017,0,460900,1985334,2001
204334,160636,38150,167315,366101,2001
204431,44236,0,89946,152234,2001
204608,1018944,0,0,3995178,2001
204626,1836998,491716,1606972,3935686,2001
204714,63223,0,0,341328,2001
204723,143475,0,0,361135,2001
204741,610890,0,634286,1373528,2001
204769,138343,0,144997,551660,2001
204778,991252,0,2121498,3186790,2001
204884,200213,0,525679,725892,2001
204963,13835,0,0,227831,2001
205054,573755,0,1044217,1617972,2001
205142,194515,0,533153,727668,2001
205179,1368066,0,3225879,4593945,2001
205197,439245,0,0,439245,2001
205391,664885,0,1350219,2015104,2001
205513,96000,0,642655,738655,2001
205568,732751,0,1295169,2062232,2001
205610,1420185,0,2438554,3865479,2001
205647,401885,0,925446,1474022,2001
205692,810158,0,1553374,2363532,2001
205708,57994,0,20242,78236,2001
205717,57994,0,20242,78236,2001
205726,102600,0,0,326264,2001
205887,769933,0,680277,3055900,2001
206039,199813,0,142302,322277,2001
206093,0,0,0,0,2001
206206,2600963,0,0,2600963,2001
206224,434931,0,1476881,1911812,2001
206358,867658,0,0,1073480,2001
206394,542434,0,612689,1570594,2001
206419,642440,0,120493,762933,2001
206482,0,0,0,311993,2001
206631,1645811,0,2357190,4130395,2001
206783,278342,0,0,1015062,2001
206880,105682,0,291160,396842,2001
206932,100000,0,544238,644238,2001
206969,18120,3100,44711,65931,2001
207087,135786,0,0,221067,2001
207102,40894,0,55778,247965,2001
207166,71500,0,76250,153400,2001
207254,9982030,0,9637842,23412837,2001
207272,32863,6685,130353,191797,2001
207537,79409,0,79476,158885,2001
207625,177925,6423,403077,1037070,2001
207634,108038,0,0,108038,2001
207704,109419,0,0,340442,2001
207786,273,0,0,31632,2001
207838,66521,108124,174,154088,2001
207962,1689000,0,2915311,4604311,2001
208017,77675,0,4200,174632,2001
208044,119478,0,6460,218695,2001
208062,97293,0,13393,364313,2001
208080,189351,0,0,189351,2001
208187,89359,0,139266,233260,2001
208239,1652078,0,5015853,7545059,2001
208248,310082,0,224794,1113427,2001
208433,149809,0,279865,429674,2001
208479,1087000,0,1586000,2673000,2001
208512,269581,0,249564,855492,2001
208655,888,0,0,569072,2001
208859,0,,0,0,2001
208965,2039609,0,3629949,5784496,2001
209083,88107,716,197806,299935,2001
209153,0,,0,0,2001
209205,367665,0,622365,990030,2001
209348,27650,0,307863,335513,2001
209463,110213,0,0,357002,2001
209667,0,,0,0,2001
209676,802515,0,1538720,2341235,2001
209694,0,0,0,0,2001
209700,232747,0,89361,650288,2001
209719,195394,30002,375424,600820,2001
209986,79940,0,0,118470,2001
210076,1059976,0,1675435,2735411,2001
210100,99227,0,9909,373599,2001
210340,170041,0,397105,583845,2001
210359,678488,0,2484931,3401421,2001
210474,55241,0,22368,190557,2001
210483,490700,0,1416700,1907400,2001
210599,846935,0,1240646,3142084,2001
210711,158392,0,170610,329002,2001
210748,113661,0,20035,278914,2001
210784,138343,0,144997,551660,2001
210890,734973,0,962199,1697172,2001
210906,2432448,0,2175071,4704754,2001
210942,7085938,0,12864211,31420480,2001
210951,342259,0,122316,464575,2001
210960,7335829,0,18567692,28273851,2001
211006,853747,0,890107,2127740,2001
211200,630690,0,2248365,3939067,2001
211246,265290,0,0,265290,2001
211316,176434,0,185359,361793,2001
211325,299787,0,133112,432899,2001
211334,488710,0,0,488710,2001
211398,682808,0,947605,2165396,2001
211477,2161816,0,3307261,6273087,2001
211495,232364,0,16496,930289,2001
211617,1637977,595509,1175998,3409484,2001
211626,2331,0,725572,727903,2001
211750,794525,0,445683,2433211,2001
211820,581398,0,614989,1218641,2001
211909,498802,0,587335,1086137,2001
211954,606678,0,502614,1109292,2001
212045,775594,0,774139,1572691,2001
212072,0,0,0,2316816,2001
212090,754258,0,2958516,4026596,2001
212212,0,0,0,0,2001
212230,0,0,0,0,2001
212258,0,,0,0,2001
212267,0,0,0,0,2001
212276,0,0,0,0,2001
212285,0,0,0,0,2001
212294,0,0,0,0,2001
212300,13552170,0,0,17023264,2001
212328,0,0,0,0,2001
212337,0,0,0,0,2001
212346,0,0,0,0,2001
212355,0,0,0,0,2001
212364,0,0,0,0,2001
212373,0,0,0,0,2001
212382,0,0,0,0,2001
212391,0,0,0,0,2001
212425,1315156,0,2112401,4029879,2001
212434,171661,0,333224,504885,2001
212683,0,0,0,0,2001
212708,0,0,0,0,2001
212726,0,0,0,0,2001
212744,0,0,0,0,2001
212753,0,0,0,0,2001
212939,0,0,0,0,2001
212993,123506,0,0,855719,2001
213002,2042312,846931,2282370,5171613,2001
213057,808096,0,525455,1333551,2001
213181,404437,0,107836,2244126,2001
213215,62257,0,24469,158728,2001
213312,1918461,0,2212214,10650702,2001
213330,154823,0,0,154823,2001
213455,172745,0,36565,369225,2001
213473,1262096,0,1563365,9134024,2001
213491,89313,0,42163,262727,2001
213534,2503910,0,3245619,6838791,2001
213552,223634,0,47919,271553,2001
213570,2556345,1124303,873938,4988909,2001
213589,1452047,1196836,1243288,4275865,2001
213738,774654,0,987485,1762139,2001
213914,578941,0,1749115,2328056,2001
214227,4386582,0,4912489,13425770,2001
214290,1362625,0,1815726,3614409,2001
214315,615152,0,407747,1022899,2001
214546,29856,15175,50634,146380,2001
214838,654987,0,715945,1671489,2001
214892,704417,0,1266351,1970768,2001
214908,122597,0,197486,320083,2001
214944,2136113,0,5977376,8113489,2001
214962,25725,24677,16482,109682,2001
215008,80095,0,202628,282723,2001
215026,73451,0,0,561394,2001
215336,228931,0,0,228931,2001
215354,1048529,0,1280724,2329253,2001
215415,8051515,0,11576665,24301450,2001
215433,909079,0,1408679,2317758,2001
215530,147956,0,12956,192026,2001
215567,119563,0,0,119563,2001
215637,0,0,0,0,2001
215646,1585229,533475,1738087,3856790,2001
215868,3093109,0,11923608,15016717,2001
215895,996253,0,1499164,2918294,2001
215992,538513,0,712114,1250627,2001
216074,321641,61477,140113,90032,2001
216083,2149193,0,2024814,4700492,2001
216108,216978,0,50050,267028,2001
216223,93942,0,116443,210385,2001
216418,1650000,3000,812000,3988000,2001
216436,4368546,0,5587759,9956305,2001
216579,101971,0,115232,453409,2001
216700,92370,2982,0,235293,2001
216746,216789,0,407504,1036361,2001
216782,1806340,0,2710736,5143569,2001
216986,658732,0,529638,1188370,2001
217004,498684,0,1318108,1816792,2001
217077,3538644,5758,7769454,11931512,2001
217086,619807,0,1001679,1847393,2001
217095,236020,0,614478,850498,2001
217244,1891432,0,5394117,7549446,2001
217262,301169,0,0,301169,2001
217350,102058,0,128677,230735,2001
217369,54954,65519,0,120473,2001
217545,2150345,0,4747009,7017612,2001
217581,159662,0,7491,473837,2001
217794,417078,0,240006,657084,2001
217828,75239,0,64256,246374,2001
217916,45175,0,166702,211877,2001
218043,264373,0,494441,758814,2001
218195,739473,773522,188659,1204906,2001
218432,3515246,0,999988,4515234,2001
218867,108869,5132,118399,232400,2001
219037,70327,0,75512,396722,2001
219125,62118,0,277940,340058,2001
219204,1714128,0,5926608,8325509,2001
219213,555106,0,1134565,1695065,2001
219587,129572,0,93658,530645,2001
219903,1736000,0,2257000,3993000,2001
220002,677563,2628,843823,2365958,2001
220118,210765,0,399892,610657,2001
220163,66581,0,41612,237135,2001
220491,228090,0,19124,247214,2001
220552,820452,0,2436360,3482705,2001
220747,0,0,0,0,2001
220765,28671,0,0,102230,2001
221148,7392477,0,8476922,16553603,2001
221157,142850,0,855255,1063547,2001
221290,158416,0,0,614962,2001
221795,492028,0,471982,964010,2001
221829,426666,0,0,918677,2001
222099,355589,0,1067810,1619220,2001
222646,404332,0,131710,608967,2001
222673,1328355,0,0,3932736,2001
222682,1484460,0,0,4233268,2001
222691,0,0,0,0,2001
222707,1603118,0,0,4230031,2001
222761,3969487,0,8282151,12251638,2001
222813,9600,0,0,8600,2001
222886,338039,0,1110654,1479991,2001
222938,4459731,0,10668628,17585777,2001
223056,86471,0,302301,388772,2001
223463,3002636,0,2713086,5715722,2001
223472,315904,1133475,0,1589429,2001
223612,209163,0,112216,641067,2001
223658,1069968,0,83982,1458948,2001
223667,547621,0,16503,775141,2001
223825,393240,0,640389,1058049,2001
223852,185512,0,311962,497474,2001
223870,360235,0,238303,598538,2001
224013,62955,0,54840,117795,2001
224156,410238,0,8022,495120,2001
224183,609152,0,2818322,3618243,2001
224402,7400311,0,17150278,26242146,2001
224439,826187,0,0,3736383,2001
224536,56493,0,151608,208101,2001
224660,1665081,0,1265070,4535821,2001
224679,1022685,0,2533530,5882769,2001
224758,161142,0,50863,255677,2001
224776,4364261,0,11632566,17474367,2001
224828,266042,0,24179,430909,2001
224907,163738,0,0,360150,2001
225201,1694414,0,2108455,5349352,2001
225724,1011075,0,989867,2593915,2001
225751,961479,0,2227869,3475108,2001
225760,2825530,0,2478908,5304438,2001
225849,1625311,0,3045726,4777121,2001
225858,2224097,0,3772165,6106740,2001
225867,244105,0,6908,1114948,2001
225991,426101,0,839616,1826088,2001
226125,362029,0,185216,547245,2001
226277,1733920,1372735,1389354,4928808,2001
226374,1184,0,0,41051,2001
226772,199702,0,203735,403437,2001
226790,5626842,0,6077525,11782511,2001
226860,38840,0,183913,222753,2001
226879,383192,60037,750528,1451591,2001
226903,680136,0,574768,1254904,2001
227003,1635331,0,3731203,5366534,2001
227058,153064,0,0,360143,2001
227155,222612,0,0,257227,2001
227298,274656,0,521017,2019766,2001
227313,1712826,0,769105,2530132,2001
227322,1211557,0,476098,1687655,2001
227614,855304,0,931321,1786625,2001
227748,1248501,0,1711423,4030904,2001
227836,682586,395154,648247,1725987,2001
228088,82889,0,13306,96195,2001
228200,346256,0,0,1558424,2001
228219,306134,0,7575,954161,2001
228228,415770,0,828026,1395687,2001
228282,60942,5214,51907,473255,2001
228291,1357305,0,89209,1448646,2001
228820,692515,0,0,969120,2001
229036,970473,0,2124698,3565415,2001
229151,169693,0,0,686512,2001
229416,6347000,0,11808000,20132000,2001
229425,652627,0,0,2122132,2001
229522,125069,0,0,282447,2001
229920,65092,0,12000,259820,2001
229957,1021944,0,912457,1934401,2001
229984,45588,318,5100,207954,2001
230056,611243,0,329131,2186439,2001
230074,694386,0,1845586,2571172,2001
230135,99748,0,169498,269246,2001
230144,98446,0,183911,282357,2001
230199,118753,0,0,237353,2001
230205,112501,0,0,112501,2001
230214,134583,0,0,268940,2001
230223,65933,0,0,163268,2001
230366,56090,0,199421,255510,2001
230384,2489059,0,3429317,6012590,2001
230472,627303,0,2534189,3389486,2001
230621,2087620,0,4066258,6758453,2001
230630,516155,0,85106,2217884,2001
230977,5028381,0,7652135,26940472,2001
231004,135838,0,0,407237,2001
231280,96870,0,116111,212981,2001
231411,1168395,0,1298538,2707885,2001
231563,577916,370643,552177,1500736,2001
231572,132669,0,510993,643662,2001
231642,1093582,0,1476658,2570240,2001
231721,158270,0,0,162922,2001
231785,358794,0,1744455,2821538,2001
231828,473651,0,1746919,2738744,2001
232016,363860,0,446939,2289668,2001
232292,44739,0,0,137598,2001
232353,124143,0,0,168231,2001
232502,632620,0,1704496,2388905,2001
232797,2739492,0,5303277,8517113,2001
233091,394320,0,605518,1083015,2001
233189,0,0,0,1428924,2001
233286,102137,0,152268,254405,2001
233657,87757,10200,17540,464070,2001
233666,40620,0,182474,1290632,2001
234119,414341,0,0,414341,2001
234191,189803,0,0,545541,2001
234216,1453503,0,4652388,5995209,2001
234401,209484,0,142223,347419,2001
234492,6339370,0,14666847,28595712,2001
234650,99726,0,53567,402745,2001
234687,149757,0,311991,465993,2001
234739,1662509,0,4458518,6121027,2001
234784,743090,0,2193884,2936974,2001
234924,58820,0,40406,99226,2001
235088,540657,0,1363525,1904182,2001
235158,207371,0,0,529885,2001
235307,388018,500,215566,862723,2001
235352,1288880,0,0,1501469,2001
235501,1029804,0,3909951,4939755,2001
235510,2510860,0,3942474,6562874,2001
235529,1623099,0,2596724,4285361,2001
235583,780306,117232,2749887,3647425,2001
236009,33484,0,27524,132598,2001
236018,113652,0,100054,485363,2001
236027,71113,0,0,324784,2001
236531,2275783,0,6896775,9808986,2001
236744,60993,0,151838,212831,2001
